#id,enabled / disabled,"ship's ui name ($ - class, % - number, & - year)",country name,ship's type name,use this name till year,,,,,
@name,enabled,nameUi,country,shipType,tillYear,#suggested,#problems,#infoLink,#textBackup,#nameBackup
5381,,Thornton,usa,dd,,,,,,
5382,,Tillman,usa,dd,,,,,,
5383,,Timmerman,usa,dd,,,,,,
5384,,Tingey,usa,dd,,,,,,
5385,,Tolman,usa,dd,,,,,,
5386,,Toucey,usa,dd,,,,,,
5387,,Towers,usa,dd,,,,,,
5388,,Tracy,usa,dd,,,,,,
5389,,Trathen,usa,dd,,,,,,
5390,,Trever,usa,dd,,,,,,
5391,,Trippe,usa,dd,,,,,,
5392,,Truxtun,usa,dd,,,,,,
5393,,Tucker,usa,dd,,,,,,
5394,,Turner,usa,dd,,,,,,
5395,,Turner Joy,usa,dd,,,,,,
5396,,Twiggs,usa,dd,,,,,,
5397,,Twining,usa,dd,,,,,,
5398,,Uhlmann,usa,dd,,,,,,
5399,,Upshur,usa,dd,,,,,,
5400,,Van Valkenburgh,usa,dd,,,,,,
5401,,Vesole,usa,dd,,,,,,
5402,,Virginia,usa,dd,,,,,,
5403,,Vogelgesang,usa,dd,,,,,,
5404,,Waddell,usa,dd,,,,,,
5405,,Wadleigh,usa,dd,,,,,,
5406,,Wadsworth,usa,dd,,,,,,
5407,,Wainwright,usa,dd,,,,,,
5408,,Waldron,usa,dd,,,,,,
5409,,Walke,usa,dd,,,,,,
5410,,Walker,usa,dd,,,,,,
5411,,Wallace L. Lind,usa,dd,,,,,,
5412,,Waller,usa,dd,,,,,,
5413,,Ward,usa,dd,,,,,,
5414,,Warrington,usa,dd,,,,,,
5415,,Wasmuth,usa,dd,,,,,,
5416,,Waters,usa,dd,,,,,,
5417,,Watts,usa,dd,,,,,,
5418,,Wayne E. Meyer,usa,dd,,,,,,
5419,,Wedderburn,usa,dd,,,,,,
5420,,Welborn C. Wood,usa,dd,,,,,,
5421,,Welles,usa,dd,,,,,,
5422,,Whipple,usa,dd,,,,,,
5423,,Wickes,usa,dd,,,,,,
5424,,Wiley,usa,dd,,,,,,
5425,,Wilkes,usa,dd,,,,,,
5426,,Wilkinson,usa,dd,,,,,,
5427,,Willard Keith,usa,dd,,,,,,
5428,,William B. Preston,usa,dd,,,,,,
5429,,William C. Lawe,usa,dd,,,,,,
5430,,William D. Porter,usa,dd,,,,,,
5431,,William H. Standley,usa,dd,,,,,,
5432,,William Jones,usa,dd,,,,,,
5433,,William M. Wood,usa,dd,,,,,,
5434,,William R. Rush,usa,dd,,,,,,
5435,,William V. Pratt,usa,dd,,,,,,
5436,,Williams,usa,dd,,,,,,
5437,,Williamson,usa,dd,,,,,,
5438,,Willis A. Lee,usa,dd,,,,,,
5439,,Wilson,usa,dd,,,,,,
5440,,Wiltsie,usa,dd,,,,,,
5441,,Winslow,usa,dd,,,,,,
5442,,Winston Churchill,usa,dd,,,,,,
5443,,Witek,usa,dd,,,,,,
5444,,Wood,usa,dd,,,,,,
5445,,Woodbury,usa,dd,,,,,,
5446,,Woodworth,usa,dd,,,,,,
5447,,Woolsey,usa,dd,,,,,,
5448,,Worden,usa,dd,,,,,,
5449,,Wren,usa,dd,,,,,,
5450,,Yarborough,usa,dd,,,,,,
5451,,Yarnall,usa,dd,,,,,,
5452,,Young,usa,dd,,,,,,
5453,,Zane,usa,dd,,,,,,
5454,,Zeilin,usa,dd,,,,,,
5455,,Zellars,usa,dd,,,,,,
5456,,Zumwalt,usa,dd,,,,,,
5457,,Cushing,usa,tb,,,,,,
5458,,Ericsson,usa,tb,,,,,,
5459,,Foote,usa,tb,,,,,,
5460,,Rodgers,usa,tb,,,,,,
5461,,Winslow,usa,tb,,,,,,
5462,,Porter,usa,tb,,,,,,
5463,,Du Pont,usa,tb,,,,,,
5464,,Rowan,usa,tb,,,,,,
5465,,Dahlgren,usa,tb,,,,,,
5466,,Craven,usa,tb,,,,,,
5467,,Farragut,usa,tb,,,,,,
5468,,Davis,usa,tb,,,,,,
5469,,Fox,usa,tb,,,,,,
5470,,Morris,usa,tb,,,,,,
5471,,Talbot,usa,tb,,,,,,
5472,,Gwin,usa,tb,,,,,,
5473,,MacKenzie,usa,tb,,,,,,
5474,,McKee,usa,tb,,,,,,
5475,,Stringham,usa,tb,,,,,,
5476,,Goldsborough,usa,tb,,,,,,
5477,,Bailey,usa,tb,,,,,,
5478,,Somers,usa,tb,,,,,,
5479,,Manley,usa,tb,,,,,,
5480,,Bagley,usa,tb,,,,,,
5481,,Barney,usa,tb,,,,,,
5482,,Biddle,usa,tb,,,,,,
5483,,Blakely,usa,tb,,,,,,
5484,,DeLong,usa,tb,,,,,,
5485,,Nicholson,usa,tb,,,,,,
5486,,O'Brien,usa,tb,,,,,,
5487,,Shubrick,usa,tb,,,,,,
5488,,Stockton,usa,tb,,,,,,
5489,,Thornton,usa,tb,,,,,,
5490,,Tingey,usa,tb,,,,,,
5491,,Wilkes,usa,tb,,,,,,
5492,,Cyclone,usa,tb,,,,,,
5493,,Eagle,usa,tb,,,,,,
5494,,Island,usa,tb,,,,,,
5495,,Polar,usa,tb,,,,,,
5496,,Aaron,usa,tb,,,,,,
5497,,Abeona,usa,tb,,,,,,
5498,,Adela,usa,tb,,,,,,
5499,,Adolph Hugel,usa,tb,,,,,,
5500,,Advance,usa,tb,,,,,,
5501,,Agassiz,usa,tb,,,,,,
5502,,Alabama,usa,tb,,,,,,
5503,,Albatross,usa,tb,,,,,,
5504,,Albay,usa,tb,,,,,,
5505,,Alert,usa,tb,,,,,,
5506,,Alexandria,usa,tb,,,,,,
5507,,Alfred Robb,usa,tb,,,,,,
5508,,Allegheny,usa,tb,,,,,,
5509,,Alliance,usa,tb,,,,,,
5510,,Amanda,usa,tb,,,,,,
5511,,Ambush,usa,tb,,,,,,
5512,,Anacostia,usa,tb,,,,,,
5513,,Anemone,usa,tb,,,,,,
5514,,Annapolis,usa,tb,,,,,,
5515,,Annie,usa,tb,,,,,,
5516,,Antelope,usa,tb,,,,,,
5517,,Antona,usa,tb,,,,,,
5518,,Argosy,usa,tb,,,,,,
5519,,Ariel,usa,tb,,,,,,
5520,,Aries,usa,tb,,,,,,
5521,,Arletta,usa,tb,,,,,,
5522,,Arthur,usa,tb,,,,,,
5523,,Asheville,usa,tb,,,,,,
5524,,Aster,usa,tb,,,,,,
5525,,Augusta,usa,tb,,,,,,
5526,,Avenger,usa,tb,,,,,,
5527,,Azalea,usa,tb,,,,,,
5528,,Bancroft,usa,tb,,,,,,
5529,,Banshee,usa,tb,,,,,,
5530,,Barataria,usa,tb,,,,,,
5531,,Bat,usa,tb,,,,,,
5532,,Belle Italia,usa,tb,,,,,,
5533,,Benton,usa,tb,,,,,,
5534,,Bienville,usa,tb,,,,,,
5535,,Black Hawk,usa,tb,,,,,,
5536,,Bloomer,usa,tb,,,,,,
5537,,Braziliera,usa,tb,,,,,,
5538,,Breaker,usa,tb,,,,,,
5539,,Brilliant,usa,tb,,,,,,
5540,,Britannia,usa,tb,,,,,,
5541,,C. P. Williams,usa,tb,,,,,,
5542,,Cactus,usa,tb,,,,,,
5543,,Cairo,usa,tb,,,,,,
5544,,Calhoun,usa,tb,,,,,,
5545,,Callao,usa,tb,,,,,,
5546,,Calypso,usa,tb,,,,,,
5547,,Cambridge,usa,tb,,,,,,
5548,,Camelia,usa,tb,,,,,,
5549,,Canandaigua,usa,tb,,,,,,
5550,,Carnation,usa,tb,,,,,,
5551,,Carondelet,usa,tb,,,,,,
5552,,Carrabasset,usa,tb,,,,,,
5553,,Castine,usa,tb,,,,,,
5554,,Ceres,usa,tb,,,,,,
5555,,Champion,usa,tb,,,,,,
5556,,Charleston,usa,tb,,,,,,
5557,,Cherokee,usa,tb,,,,,,
5558,,Chillicothe,usa,tb,,,,,,
5559,,Choctaw,usa,tb,,,,,,
5560,,Cimarron,usa,tb,,,,,,
5561,,Cincinnati,usa,tb,,,,,,
5562,,City,usa,tb,,,,,,
5563,,Clifton,usa,tb,,,,,,
5564,,Clover,usa,tb,,,,,,
5565,,Clyde,usa,tb,,,,,,
5566,,Cohasset,usa,tb,,,,,,
5567,,Collier,usa,tb,,,,,,
5568,,Colossus,usa,tb,,,,,,
5569,,Columbia,usa,tb,,,,,,
5570,,Commodore,usa,tb,,,,,,
5571,,Conemaugh,usa,tb,,,,,,
5572,,Connecticut,usa,tb,,,,,,
5573,,Cornubia,usa,tb,,,,,,
5574,,Corwin,usa,tb,,,,,,
5575,,Corypheus,usa,tb,,,,,,
5576,,Courier,usa,tb,,,,,,
5577,,Covington,usa,tb,,,,,,
5578,,Cowslip,usa,tb,,,,,,
5579,,Cricket,usa,tb,,,,,,
5580,,Crocus,usa,tb,,,,,,
5581,,Crusader,usa,tb,,,,,,
5582,,Curlew,usa,tb,,,,,,
5583,,Currituck,usa,tb,,,,,,
5584,,Cymophane,usa,tb,,,,,,
5585,,Dacotah,usa,tb,,,,,,
5586,,Dart,usa,tb,,,,,,
5587,,Decatur,usa,tb,,,,,,
5588,,Delaware,usa,tb,,,,,,
5589,,Diana,usa,tb,,,,,,
5590,,Dolphin,usa,tb,,,,,,
5591,,Dorothea,usa,tb,,,,,,
5592,,Douglas,usa,tb,,,,,,
5593,,Dragon,usa,tb,,,,,,
5594,,E. B. Hale,usa,tb,,,,,,
5595,,Eastland,usa,tb,,,,,,
5596,,Eastport,usa,tb,,,,,,
5597,,Elcano,usa,tb,,,,,,
5598,,Elfin,usa,tb,,,,,,
5599,,Elk,usa,tb,,,,,,
5600,,Ella,usa,tb,,,,,,
5601,,Ellen,usa,tb,,,,,,
5602,,Emma,usa,tb,,,,,,
5603,,Eolus,usa,tb,,,,,,
5604,,Erie,usa,tb,,,,,,
5605,,Estrella,usa,tb,,,,,,
5606,,Ethan Allen,usa,tb,,,,,,
5607,,Eureka,usa,tb,,,,,,
5608,,Exchange,usa,tb,,,,,,
5609,,Fairy,usa,tb,,,,,,
5610,,Falcon,usa,tb,,,,,,
5611,,Fawn,usa,tb,,,,,,
5612,,Fern,usa,tb,,,,,,
5613,,Fernandina,usa,tb,,,,,,
5614,,Flag,usa,tb,,,,,,
5615,,Flagstaff,usa,tb,,,,,,
5616,,Flambeau,usa,tb,,,,,,
5617,,Florida,usa,tb,,,,,,
5618,,Forest Rose,usa,tb,,,,,,
5619,,Fort Henry,usa,tb,,,,,,
5620,,Fort Hindman,usa,tb,,,,,,
5621,,Fort Morgan,usa,tb,,,,,,
5622,,USRC Forward,usa,tb,,,,,,
5623,,Fox,usa,tb,,,,,,
5624,,Fuchsia,usa,tb,,,,,,
5625,,Fulton,usa,tb,,,,,,
5626,,Galatea,usa,tb,,,,,,
5627,,Gamage,usa,tb,,,,,,
5628,,Gazelle,usa,tb,,,,,,
5629,,Genesee,usa,tb,,,,,,
5630,,Geranium,usa,tb,,,,,,
5631,,Gertrude,usa,tb,,,,,,
5632,,Glasgow,usa,tb,,,,,,
5633,,Glaucus,usa,tb,,,,,,
5634,,Glide,usa,tb,,,,,,
5635,,Gloucester,usa,tb,,,,,,
5636,,Buckingham,usa,tb,,,,,,
5637,,Grand Gulf,usa,tb,,,,,,
5638,,Granite,usa,tb,,,,,,
5639,,Green Bay,usa,tb,,,,,,
5640,,Grosbeak,usa,tb,,,,,,
5641,,Harcourt,usa,tb,,,,,,
5642,,Hartford,usa,tb,,,,,,
5643,,Harvest Moon,usa,tb,,,,,,
5644,,Hastings,usa,tb,,,,,,
5645,,Hatteras,usa,tb,,,,,,
5646,,Helena,usa,tb,,,,,,
5647,,Heliotrope,usa,tb,,,,,,
5648,,Hetzel,usa,tb,,,,,,
5649,,Hibiscus,usa,tb,,,,,,
5650,,Hilo,usa,tb,,,,,,
5651,,Home,usa,tb,,,,,,
5652,,Honduras,usa,tb,,,,,,
5653,,Honeysuckle,usa,tb,,,,,,
5654,,Hope,usa,tb,,,,,,
5655,,Hornet,usa,tb,,,,,,
5656,,Howquah,usa,tb,,,,,,
5657,,Hunchback,usa,tb,,,,,,
5658,,Huntress,usa,tb,,,,,,
5659,0,Alligator,usa,ss,,,,,,
5660,0,Holland,usa,ss,,,,,,
5661,0,Plunger,usa,ss,,,,,,
5662,0,Viper,usa,ss,,,,,,
5663,0,Cuttlefish,usa,ss,,,,,,
5664,0,Tarantula,usa,ss,,,,,,
5665,0,Adder,usa,ss,,,,,,
5666,0,Grampus,usa,ss,,,,,,
5667,0,Moccasin,usa,ss,,,,,,
5668,0,Pike,usa,ss,,,,,,
5669,0,Porpoise,usa,ss,,,,,,
5670,0,Shark,usa,ss,,,,,,
5671,0,Octopus,usa,ss,,,,,,
5672,0,Stingray,usa,ss,,,,,,
5673,0,Tarpon,usa,ss,,,,,,
5674,0,Bonita,usa,ss,,,,,,
5675,0,Snapper,usa,ss,,,,,,
5676,0,Narwhal,usa,ss,,,,,,
5677,0,Grayling,usa,ss,,,,,,
5678,0,Salmon,usa,ss,,,,,,
5679,0,Skipjack,usa,ss,,,,,,
5680,0,Sturgeon,usa,ss,,,,,,
5681,0,Carp,usa,ss,,,,,,
5682,0,Barracuda,usa,ss,,,,,,
5683,0,Pickerel,usa,ss,,,,,,
5684,0,Skate,usa,ss,,,,,,
5685,0,Seal,usa,ss,,,,,,
5686,0,Tuna,usa,ss,,,,,,
5687,0,Turbot,usa,ss,,,,,,
5688,0,Thrasher,usa,ss,,,,,,
5689,0,Haddock,usa,ss,,,,,,
5690,0,Cachalot,usa,ss,,,,,,
5691,0,Orca,usa,ss,,,,,,
5692,0,Walrus,usa,ss,,,,,,
5693,0,Argonaut,usa,ss,,,,,,
5694,0,Dolphin,usa,ss,,,,,,
5695,0,Sargo,usa,ss,,,,,,
5696,0,Tambor,usa,ss,,,,,,
5697,0,Mackerel,usa,ss,,,,,,
5698,0,Gato,usa,ss,,,,,,
5699,0,Nautilus,usa,ss,,,,,,
5700,0,Pompano,usa,ss,,,,,,
5701,0,Seawolf,usa,ss,,,,,,
5702,0,Grayback,usa,ss,,,,,,
5703,0,Marlin,usa,ss,,,,,,
5704,0,Croaker,usa,ss,,,,,,
5705,0,Balao,usa,ss,,,,,,
5706,0,Tench,usa,ss,,,,,,
5707,0,Tiru,usa,ss,,,,,,
5708,0,Grenadier,usa,ss,,,,,,
5709,0,Sailfish,usa,ss,,,,,,
5710,0,Darter,usa,ss,,,,,,
5711,0,Seadragon,usa,ss,,,,,,
5712,0,Barbel,usa,ss,,,,,,
5713,0,Triton,usa,ss,,,,,,
5714,0,Halibut,usa,ss,,,,,,
5715,0,Thresher,usa,ss,,,,,,
5716,0,Tullibee,usa,ss,,,,,,
5717,0,George Washington,usa,ss,,,,,,
5718,0,Ethan Ellen,usa,ss,,,,,,
5719,0,Lafayette,usa,ss,,,,,,
5720,0,Benjamin Franklin,usa,ss,,,,,,
5721,0,Los Angeles,usa,ss,,,,,,
5722,0,Gudgeon,usa,ss,,,,,,
5723,0,Growler,usa,ss,,,,,,
5724,0,Blueback,usa,ss,,,,,,
5725,0,Snook,usa,ss,,,,,,
5726,0,Abraham Lincoln,usa,ss,,,,,,
5727,0,Thomas Jefferson,usa,ss,,,,,,
5728,0,John Adams,usa,ss,,,,,,
5729,0,Nathanael,usa,ss,,,,,,
5730,0,Cheyenne,usa,ss,,,,,,
5731,0,Louisiana,usa,ss,,,,,,
5732,,A,usa,ss,,,,,,
5733,,B,usa,ss,,,,,,
5734,,C,usa,ss,,,,,,
5735,,D,usa,ss,,,,,,
5736,,E,usa,ss,,,,,,
5737,,F,usa,ss,,,,,,
5738,,G,usa,ss,,,,,,
5739,,H,usa,ss,,,,,,
5740,,K,usa,ss,,,,,,
5741,,L,usa,ss,,,,,,
5742,,M,usa,ss,,,,,,
5743,,N,usa,ss,,,,,,
5744,,O,usa,ss,,,,,,
5745,,R,usa,ss,,,,,,
###,,,china,,,,,,,
5747,,Monarch,china,bb,,,,,,
5748,,Dingyuan,china,bb,,,,,,
5749,,Zhenyuan,china,bb,,,,,,
5750,,Kangxi,china,bb,,,,,,
5751,,Haise,china,bb,,,,,,
5752,,Hife,china,bb,,,,,,
5753,,Minggadari,china,bb,,,,,,
5754,,Sarhuda,china,bb,,,,,,
5755,,Hsing-chu,china,bb,,,,,,
5756,,Hoyu,china,bb,,,,,,
5757,,Byeon-Geup,china,bb,,,,,,
5758,,Shin-Ryu,china,bb,,,,,,
5759,,Koxinga,china,bb,,,,,,
5760,,Zhixin,china,bb,,,,,,
5761,,Jingzhong,china,bb,,,,,,
5762,,Sangui,china,bb,,,,,,
5763,,Shifan,china,bb,,,,,,
5764,,Shi-Lang,china,bb,,,,,,
5765,,Sun-Sike,china,bb,,,,,,
5766,,Yongzheng,china,bb,,,,,,
5767,,Zhongqi,china,bb,,,,,,
5768,,Yue-Fei,china,bb,,,,,,
5769,,Gengyao,china,bb,,,,,,
5770,,Agui,china,bb,,,,,,
5771,,Qianlong,china,bb,,,,,,
5772,,Fuquan,china,bb,,,,,,
5773,,Yun-Ti,china,bb,,,,,,
5774,,Nyan,china,bb,,,,,,
5775,,Erentei,china,bb,,,,,,
5776,,Khangchenné,china,bb,,,,,,
5777,,Bandi,china,bb,,,,,,
5778,,Zhaohui,china,bb,,,,,,
5779,,Zao,china,bb,,,,,,
5780,,Shiyi,china,bb,,,,,,
5781,,Shiheng,china,bb,,,,,,
5782,,Weisheng,china,bb,,,,,,
5783,,Chaolong,china,bb,,,,,,
5784,,Hualong,china,bb,,,,,,
5785,,Dajing,china,bb,,,,,,
5786,,Yidong,china,bb,,,,,,
5787,,Thong,china,bb,,,,,,
5788,,Nghia,china,bb,,,,,,
5789,,Yang-Yingju,china,bb,,,,,,
5790,,Ming-Rui,china,bb,,,,,,
5791,,Aligui,china,bb,,,,,,
5792,,Fuheng,china,bb,,,,,,
5793,,Arigun,china,bb,,,,,,
5794,,Pak,china,bb,,,,,,
5795,,Daoguang,china,bb,,,,,,
5796,,Chang Ling,china,bb,,,,,,
5797,,Zhang Mingtang,china,bb,,,,,,
5798,,Eldemboo,china,bb,,,,,,
5799,,Zexu,china,bb,,,,,,
5800,,Qishan,china,bb,,,,,,
5801,,Tianpei,china,bb,,,,,,
5802,,Huacheng,china,bb,,,,,,
5803,,Yunfei,china,bb,,,,,,
5804,,Yishan,china,bb,,,,,,
5805,,Yijing,china,bb,,,,,,
5806,,Fang,china,bb,,,,,,
5807,,Enjue,china,bb,,,,,,
5808,,Chaofa,china,bb,,,,,,
5809,,Yongfu,china,bb,,,,,,
5810,,Pu-yun,china,bb,,,,,,
5811,,Changxi,china,bb,,,,,,
5812,,Hailing,china,bb,,,,,,
5813,,Xianfeng,china,bb,,,,,,
5814,,Cixi,china,bb,,,,,,
5815,,Guofan,china,bb,,,,,,
5816,,Rinchen,china,bb,,,,,,
5817,,Guanwen,china,bb,,,,,,
5818,,Hongzhang,china,bb,,,,,,
5819,,Zongtang,china,bb,,,,,,
5820,,Guoliang,china,bb,,,,,,
5821,,Chun,china,bb,,,,,,
5822,,Gough,china,bb,,,,,,
5823,,Jianying,china,bb,,,,,,
5824,,Rong,china,bb,,,,,,
5825,,Chyun,china,bb,,,,,,
5826,,Xubin,china,bb,,,,,,
5827,,Youliang,china,bb,,,,,,
5828,,Guoquan,china,bb,,,,,,
5829,,Wen-Flag,china,bb,,,,,,
5830,,Xueqi,china,bb,,,,,,
5831,,Yisheng,china,bb,,,,,,
5832,,Dingxin,china,bb,,,,,,
5833,,Songlin,china,bb,,,,,,
5834,,Mingchuan,china,bb,,,,,,
5835,,Chao,china,bb,,,,,,
5836,,Shengbo,china,bb,,,,,,
5837,,Shusheng,china,bb,,,,,,
5838,,Wing,china,bb,,,,,,
5839,,Yuying,china,bb,,,,,,
5840,,Rulong,china,bb,,,,,,
5841,,Xuegong,china,bb,,,,,,
5842,,Zeng Guofan,china,bb,,,,,,
5843,,Gong,china,bb,,,,,,
5844,,Mingchen,china,bb,,,,,,
5845,,Ting-siang,china,bb,,,,,,
5846,,Tauketok,china,bb,,,,,,
5847,,Jintang,china,bb,,,,,,
5848,,Anliang,china,bb,,,,,,
5849,,Wei,china,bb,,,,,,
5850,,Decai,china,bb,,,,,,
5851,,Peilun,china,bb,,,,,,
5852,,Debang,china,bb,,,,,,
5853,,Zicai,china,bb,,,,,,
5854,,Jingsong,china,bb,,,,,,
5855,,Kaihua,china,bb,,,,,,
5856,,Xiaochi,china,bb,,,,,,
5857,,Yuanchun,china,bb,,,,,,
5858,,Jia,china,bb,,,,,,
5859,,Zonghan,china,bb,,,,,,
5860,,Yousheng,china,bb,,,,,,
5861,,Gang,china,bb,,,,,,
5862,,Chaoyong,china,ca,,,,,,
5863,,Yangwei,china,ca,,,,,,
5864,,Jiyuan,china,ca,,,,,,
5865,,Jingyuan,china,ca,,,,,,
5866,,Laiyuan,china,ca,,,,,,
5867,,Zhiyuan,china,ca,,,,,,
5868,,Jingyuen,china,ca,,,,,,
5869,,Pingyuan,china,ca,,,,,,
5870,,Anhui,china,ca,,,,,,
5871,,Fujian,china,ca,,,,,,
5872,,Gansu,china,ca,,,,,,
5873,,Guangdong,china,ca,,,,,,
5874,,Guangxi,china,ca,,,,,,
5875,,Guizhou,china,ca,,,,,,
5876,,Henan,china,ca,,,,,,
5877,,Hubei,china,ca,,,,,,
5878,,Hunan,china,ca,,,,,,
5879,,Jiangsu,china,ca,,,,,,
5880,,Jiangxi,china,ca,,,,,,
5881,,Shaanxi,china,ca,,,,,,
5882,,Shandong,china,ca,,,,,,
5883,,Shanxi,china,ca,,,,,,
5884,,Sichuan,china,ca,,,,,,
5885,,Yunnan,china,ca,,,,,,
5886,,Zhejiang,china,ca,,,,,,
5887,,Zhili,china,ca,,,,,,
5888,,Xinjiang,china,ca,,,,,,
5889,,Fengtian,china,ca,,,,,,
5890,,Jilin,china,ca,,,,,,
5891,,Heilongjiang,china,ca,,,,,,
5892,,Andong,china,ca,,,,,,
5893,,Hejiang,china,ca,,,,,,
5894,,Hexi,china,ca,,,,,,
5895,,Liaobei,china,ca,,,,,,
5896,,Liaoning,china,ca,,,,,,
5897,,Nenjiang,china,ca,,,,,,
5898,,Ningxia,china,ca,,,,,,
5899,,Qahar,china,ca,,,,,,
5900,,Qinghai,china,ca,,,,,,
5901,,Rehe,china,ca,,,,,,
5902,,Songjiang,china,ca,,,,,,
5903,,Suiyuan,china,ca,,,,,,
5904,,Xing'an,china,ca,,,,,,
5905,,Xikang,china,ca,,,,,,
5906,,Zhenbei,china,dd,,,,,,
5907,,Zhenbian,china,dd,,,,,,
5908,,Zhendong,china,dd,,,,,,
5909,,Zhennan,china,dd,,,,,,
5910,,Zhenxi,china,dd,,,,,,
5911,,Zhenzhong,china,dd,,,,,,
5912,,Bagongli,china,dd,,,,,,
5913,,Bijin,china,dd,,,,,,
5914,,Chalukou,china,dd,,,,,,
5915,,Changfulu,china,dd,,,,,,
5916,,Chaoyouchang,china,dd,,,,,,
5917,,Chengde,china,dd,,,,,,
5918,,Cuiyun,china,dd,,,,,,
5919,,Dadukou,china,dd,,,,,,
5920,,Dalongshan,china,dd,,,,,,
5921,,Dashancun,china,dd,,,,,,
5922,,Datian,china,dd,,,,,,
5923,,Daxigou,china,dd,,,,,,
5924,,Dayancun,china,dd,,,,,,
5925,,Dazhulin,china,dd,,,,,,
5926,,Donglingjing,china,dd,,,,,,
5927,,Ertang,china,dd,,,,,,
5928,,Foshan,china,dd,,,,,,
5929,,Fotuguan,china,dd,,,,,,
5930,,Fuxin,china,dd,,,,,,
5931,,Gantang,china,dd,,,,,,
5932,,Gaocheng,china,dd,,,,,,
5933,,Gongmao,china,dd,,,,,,
5934,,Goubangzi,china,dd,,,,,,
5935,,Guanyinqiao,china,dd,,,,,,
5936,,Hami,china,dd,,,,,,
5937,,Hangzhou,china,dd,,,,,,
5938,,Hongguang,china,dd,,,,,,
5939,,Hongqihegou,china,dd,,,,,,
5940,,Hongtudi,china,dd,,,,,,
5941,,Huanggutun,china,dd,,,,,,
5942,,Huanghuayuan,china,dd,,,,,,
5943,,Huangnibang,china,dd,,,,,,
5944,,Huaxinjie,china,dd,,,,,,
5945,,Huixing,china,dd,,,,,,
5946,,Huludao,china,dd,,,,,,
5947,,Huolu,china,dd,,,,,,
5948,,Jiayuguan,china,dd,,,,,,
5949,,Jiazhoulu,china,dd,,,,,,
5950,,Jingxing,china,dd,,,,,,
5951,,Jintonglu,china,dd,,,,,,
5952,,Jinyu,china,dd,,,,,,
5953,,Jinzhou,china,dd,,,,,,
5954,,Jiugongli,china,dd,,,,,,
5955,,Jiuquhe,china,dd,,,,,,
5956,,Kangzhuang,china,dd,,,,,,
5957,,Kazuo,china,dd,,,,,,
5958,,Lanzhou,china,dd,,,,,,
5959,,Laofa,china,dd,,,,,,
5960,,Liaozhong,china,dd,,,,,,
5961,,Lijia,china,dd,,,,,,
5962,,Linjiangmen,china,dd,,,,,,
5963,,Liugongli,china,dd,,,,,,
5964,,Liziba,china,dd,,,,,,
5965,,Longhua,china,dd,,,,,,
5966,,Longtousi,china,dd,,,,,,
5967,,Luan,china,dd,,,,,,
5968,,Manshuiwan,china,dd,,,,,,
5969,,Mawangchang,china,dd,,,,,,
5970,,Nanping,china,dd,,,,,,
5971,,Niuheliang,china,dd,,,,,,
5972,,Niujiaotuo,china,dd,,,,,,
5973,,Chongqingbei,china,dd,,,,,,
5974,,Panjin,china,dd,,,,,,
5975,,Ping'an,china,dd,,,,,,
5976,,Pinggu,china,dd,,,,,,
5977,,Pingquan,china,dd,,,,,,
5978,,Qilong,china,dd,,,,,,
5979,,Ranjiaba,china,dd,,,,,,
5980,,Sanmenxia,china,dd,,,,,,
5981,,Shangyuanmen,china,dd,,,,,,
5982,,Shiziping,china,dd,,,,,,
5983,,Shuanglong,china,dd,,,,,,
5984,,Sigongli,china,dd,,,,,,
5985,,Tai'an,china,dd,,,,,,
5986,,Tangjiayuanzi,china,dd,,,,,,
5987,,Tangshan,china,dd,,,,,,
5988,,Jiangbei,china,dd,,,,,,
5989,,Tongjiayuanzi,china,dd,,,,,,
5990,,Tongyuanju,china,dd,,,,,,
5991,,Ürümqi,china,dd,,,,,,
5992,,Wugongli,china,dd,,,,,,
5993,,Wulidian,china,dd,,,,,,
5994,,Xiachengzi,china,dd,,,,,,
5995,,Xiejiawan,china,dd,,,,,,
5996,,Xingcheng,china,dd,,,,,,
5997,,Xinji,china,dd,,,,,,
5998,,Xinlitun,china,dd,,,,,,
5999,,Xinlong,china,dd,,,,,,
6000,,Xinmin,china,dd,,,,,,
6001,,Xinshancun,china,dd,,,,,,
6002,,Xuchang,china,dd,,,,,,
6003,,Xuetangwan,china,dd,,,,,,
6004,,Yangjiaping,china,dd,,,,,,
6005,,Yangquan,china,dd,,,,,,
6006,,Yichun,china,dd,,,,,,
6007,,Yuanjiagang,china,dd,,,,,,
6008,,Yuanyang,china,dd,,,,,,
6009,,Yudong,china,dd,,,,,,
6010,,Chongqing,china,dd,,,,,,
6011,,Yuhulu,china,dd,,,,,,
6012,,Zengjiayan,china,dd,,,,,,
6013,,Zhangye,china,dd,,,,,,
6014,,Zhengjiayuanzi,china,dd,,,,,,
6015,,Zhengzhou,china,dd,,,,,,
6016,,Guangzhou,china,bc,,,,,,
6017,,Shanghai,china,bc,,,,,,
6018,,Chongqing,china,bc,,,,,,
6019,,Beijing,china,bc,,,,,,
6020,,Hangzhou,china,bc,,,,,,
6021,,Wuhan,china,bc,,,,,,
6022,,Chengdu,china,bc,,,,,,
6023,,Tianjin,china,bc,,,,,,
6024,,Xi'an,china,bc,,,,,,
6025,,Jinan,china,bc,,,,,,
6026,,Shenzhen,china,bc,,,,,,
6027,,Nanjing,china,bc,,,,,,
6028,,Shenyang,china,bc,,,,,,
6029,,Harbin,china,bc,,,,,,
6030,,Shantou,china,bc,,,,,,
